RIDE_ID,driver_id,created_date_local,driver_rating,distance_travelled,total_fare,hour_of_day,day_of_week,hour_block,year,month
1082028,2804,2017-03-03 00:00:13-06:00,5.0,1710.0,6.06,0,Friday,0-3,2017,3
1082049,3775,2017-03-03 00:04:18-06:00,5.0,7013.0,10.58,0,Friday,0-3,2017,3
1082092,3906,2017-03-03 00:03:42-06:00,5.0,3600.0,15.36,0,Friday,0-3,2017,3
1082103,3302,2017-03-03 00:09:14-06:00,3.0,4750.0,9.05,0,Friday,0-3,2017,3
1082116,4008,2017-03-03 00:06:55-06:00,4.0,7167.0,10.96,0,Friday,0-3,2017,3
1082124,2804,2017-03-03 00:14:37-06:00,5.0,1115.0,6.06,0,Friday,0-3,2017,3
1082131,2183,2017-03-03 00:10:11-06:00,5.0,11082.0,13.2,0,Friday,0-3,2017,3
1082186,3735,2017-03-03 00:21:03-06:00,5.0,3854.0,7.98,0,Friday,0-3,2017,3
1082189,4137,2017-03-03 00:17:03-06:00,5.0,20882.0,22.36,0,Friday,0-3,2017,3
1082214,3302,2017-03-03 00:26:11-06:00,5.0,2813.0,6.75,0,Friday,0-3,2017,3
1082216,3775,2017-03-03 00:28:31-06:00,5.0,6101.0,11.98,0,Friday,0-3,2017,3
1082218,3818,2017-03-03 00:29:20-06:00,5.0,2393.0,6.81,0,Friday,0-3,2017,3
1082221,3906,2017-03-03 00:25:06-06:00,5.0,3057.0,7.25,0,Friday,0-3,2017,3
1082226,1078,2017-03-03 00:30:07-06:00,5.0,29067.0,26.7,0,Friday,0-3,2017,3
1082232,4008,2017-03-03 00:31:03-06:00,4.0,9134.0,12.22,0,Friday,0-3,2017,3
1082246,2996,2017-03-03 00:31:54-06:00,5.0,4317.0,8.64,0,Friday,0-3,2017,3
1082255,3735,2017-03-03 00:33:01-06:00,5.0,3185.0,7.55,0,Friday,0-3,2017,3
1082317,3818,2017-03-03 00:43:52-06:00,5.0,2104.0,6.08,0,Friday,0-3,2017,3
1082320,3906,2017-03-03 00:40:45-06:00,5.0,675.0,6.06,0,Friday,0-3,2017,3
1082325,2804,2017-03-03 00:46:14-06:00,5.0,17697.0,18.24,0,Friday,0-3,2017,3
1082331,3302,2017-03-03 00:44:16-06:00,5.0,1755.0,6.06,0,Friday,0-3,2017,3
1082364,2996,2017-03-03 00:46:48-06:00,5.0,730.0,6.06,0,Friday,0-3,2017,3
1082407,3283,2017-03-03 00:55:50-06:00,5.0,4033.0,7.64,0,Friday,0-3,2017,3
1082409,3775,2017-03-03 00:54:11-06:00,5.0,849.0,6.06,0,Friday,0-3,2017,3
1082420,3735,2017-03-03 00:57:04-06:00,5.0,3334.0,7.51,0,Friday,0-3,2017,3
1082421,3818,2017-03-03 00:59:01-06:00,4.0,2453.0,6.36,0,Friday,0-3,2017,3
1082429,3302,2017-03-03 00:59:47-06:00,5.0,2643.0,7.09,0,Friday,0-3,2017,3
1082444,3775,2017-03-03 01:02:53-06:00,5.0,3187.0,7.88,1,Friday,0-3,2017,3
1082446,2996,2017-03-03 01:01:18-06:00,5.0,2324.0,6.4,1,Friday,0-3,2017,3
1082449,3906,2017-03-03 01:02:23-06:00,5.0,137.0,6.06,1,Friday,0-3,2017,3
1082471,1078,2017-03-03 00:58:14-06:00,5.0,1361.0,6.06,0,Friday,0-3,2017,3
1082493,3906,2017-03-03 01:09:45-06:00,5.0,3906.0,10.72,1,Friday,0-3,2017,3
1082494,3818,2017-03-03 01:07:56-06:00,5.0,2785.0,8.27,1,Friday,0-3,2017,3
1082508,3302,2017-03-03 01:10:06-06:00,5.0,5063.0,10.59,1,Friday,0-3,2017,3
1082527,4137,2017-03-03 01:05:52-06:00,5.0,3921.0,8.33,1,Friday,0-3,2017,3
1082528,2996,2017-03-03 01:13:41-06:00,5.0,3588.0,7.28,1,Friday,0-3,2017,3
1082532,3735,2017-03-03 01:11:18-06:00,5.0,2747.0,6.91,1,Friday,0-3,2017,3
1082591,3302,2017-03-03 01:23:26-06:00,5.0,6672.0,11.36,1,Friday,0-3,2017,3
1082592,1078,2017-03-03 01:23:55-06:00,5.0,5828.0,13.39,1,Friday,0-3,2017,3
1082598,2996,2017-03-03 01:24:15-06:00,5.0,4590.0,7.7,1,Friday,0-3,2017,3
1082600,3735,2017-03-03 01:24:59-06:00,5.0,3082.0,9.44,1,Friday,0-3,2017,3
1082603,3818,2017-03-03 01:25:16-06:00,4.0,4560.0,9.81,1,Friday,0-3,2017,3
1082627,4137,2017-03-03 01:28:14-06:00,3.0,3840.0,14.52,1,Friday,0-3,2017,3
1082648,3735,2017-03-03 01:33:02-06:00,,974.0,6.06,1,Friday,0-3,2017,3
1082667,2996,2017-03-03 01:35:44-06:00,5.0,14196.0,15.0,1,Friday,0-3,2017,3
1082668,3906,2017-03-03 01:35:02-06:00,5.0,3566.0,10.69,1,Friday,0-3,2017,3
1082724,3818,2017-03-03 01:43:33-06:00,5.0,2789.0,9.33,1,Friday,0-3,2017,3
1082730,2804,2017-03-03 01:45:46-06:00,5.0,5072.0,12.38,1,Friday,0-3,2017,3
1082735,3735,2017-03-03 01:40:28-06:00,5.0,1002.0,6.06,1,Friday,0-3,2017,3
1082746,3775,2017-03-03 01:47:21-06:00,5.0,3563.0,10.97,1,Friday,0-3,2017,3
1082759,3302,2017-03-03 01:47:11-06:00,5.0,5269.0,12.78,1,Friday,0-3,2017,3
1082776,4137,2017-03-03 01:43:08-06:00,5.0,5644.0,12.69,1,Friday,0-3,2017,3
1082800,3906,2017-03-03 01:54:39-06:00,5.0,4268.0,10.79,1,Friday,0-3,2017,3
1082806,3735,2017-03-03 01:56:05-06:00,5.0,3601.0,8.71,1,Friday,0-3,2017,3
1082810,1078,2017-03-03 01:56:21-06:00,5.0,567.0,7.07,1,Friday,0-3,2017,3
1082824,2996,2017-03-03 01:56:11-06:00,5.0,3101.0,6.76,1,Friday,0-3,2017,3
1082870,3302,2017-03-03 02:03:39-06:00,5.0,4616.0,8.54,2,Friday,0-3,2017,3
1082874,1078,2017-03-03 02:05:10-06:00,5.0,25099.0,35.01,2,Friday,0-3,2017,3
1082883,2996,2017-03-03 02:06:58-06:00,5.0,1356.0,6.06,2,Friday,0-3,2017,3
1082891,3775,2017-03-03 02:03:41-06:00,5.0,51058.0,82.69,2,Friday,0-3,2017,3
1082909,3818,2017-03-03 02:06:55-06:00,5.0,2321.0,9.51,2,Friday,0-3,2017,3
1082911,4137,2017-03-03 02:07:36-06:00,5.0,2672.0,10.79,2,Friday,0-3,2017,3
1082913,3906,2017-03-03 02:09:18-06:00,5.0,3557.0,14.73,2,Friday,0-3,2017,3
1082929,3735,2017-03-03 02:07:12-06:00,5.0,6960.0,18.23,2,Friday,0-3,2017,3
1082937,2804,2017-03-03 02:08:58-06:00,4.0,4641.0,16.16,2,Friday,0-3,2017,3
1082939,2996,2017-03-03 02:11:15-06:00,5.0,3919.0,7.08,2,Friday,0-3,2017,3
1082978,3818,2017-03-03 02:19:46-06:00,5.0,1641.0,9.09,2,Friday,0-3,2017,3
1082990,3302,2017-03-03 02:20:24-06:00,5.0,4822.0,16.12,2,Friday,0-3,2017,3
1083008,4137,2017-03-03 02:20:35-06:00,5.0,3763.0,15.17,2,Friday,0-3,2017,3
1083018,558,2017-03-03 02:22:05-06:00,5.0,3538.0,12.71,2,Friday,0-3,2017,3
1083029,3818,2017-03-03 02:28:04-06:00,5.0,3206.0,11.35,2,Friday,0-3,2017,3
1083034,2996,2017-03-03 02:29:53-06:00,5.0,5576.0,16.39,2,Friday,0-3,2017,3
1083040,3906,2017-03-03 02:28:09-06:00,5.0,4185.0,12.87,2,Friday,0-3,2017,3
1083041,3735,2017-03-03 02:30:54-06:00,5.0,6124.0,9.51,2,Friday,0-3,2017,3
1083051,2804,2017-03-03 02:33:13-06:00,5.0,3517.0,10.83,2,Friday,0-3,2017,3
1083060,3302,2017-03-03 02:35:31-06:00,,1193.0,6.06,2,Friday,0-3,2017,3
1083067,1078,2017-03-03 02:33:31-06:00,5.0,7249.0,10.27,2,Friday,0-3,2017,3
1083083,3302,2017-03-03 02:42:39-06:00,5.0,970.0,6.06,2,Friday,0-3,2017,3
1083087,3906,2017-03-03 02:44:21-06:00,5.0,3839.0,8.49,2,Friday,0-3,2017,3
1083105,3735,2017-03-03 02:44:36-06:00,5.0,7679.0,10.76,2,Friday,0-3,2017,3
1083107,2996,2017-03-03 02:51:14-06:00,5.0,10956.0,18.19,2,Friday,0-3,2017,3
1083134,4137,2017-03-03 02:56:07-06:00,4.0,11350.0,13.96,2,Friday,0-3,2017,3
1083137,3906,2017-03-03 03:01:16-06:00,5.0,1956.0,12.12,3,Friday,0-3,2017,3
1083143,3735,2017-03-03 03:04:13-06:00,5.0,3135.0,6.85,3,Friday,0-3,2017,3
1083144,3818,2017-03-03 03:04:21-06:00,4.0,11710.0,13.71,3,Friday,0-3,2017,3
1083156,3906,2017-03-03 03:16:12-06:00,5.0,2635.0,7.38,3,Friday,0-3,2017,3
1083180,3302,2017-03-03 03:32:07-06:00,1.0,9347.0,12.49,3,Friday,0-3,2017,3
1083181,3818,2017-03-03 03:29:14-06:00,5.0,12111.0,14.53,3,Friday,0-3,2017,3
1083189,558,2017-03-03 03:35:58-06:00,,23365.0,28.96,3,Friday,0-3,2017,3
1083190,3906,2017-03-03 03:35:48-06:00,5.0,9785.0,13.39,3,Friday,0-3,2017,3
1083195,3775,2017-03-03 03:36:48-06:00,5.0,5647.0,9.56,3,Friday,0-3,2017,3
1083282,2456,2017-03-03 05:09:48-06:00,5.0,13566.0,15.66,5,Friday,4-7,2017,3
1083290,3402,2017-03-03 05:15:43-06:00,4.0,16503.0,17.62,5,Friday,4-7,2017,3
1083313,2456,2017-03-03 05:33:07-06:00,5.0,11162.0,14.82,5,Friday,4-7,2017,3
1083319,4008,2017-03-03 05:36:18-06:00,5.0,21276.0,21.63,5,Friday,4-7,2017,3
1083415,846,2017-03-03 06:31:43-06:00,5.0,5652.0,9.62,6,Friday,4-7,2017,3
1083424,2183,2017-03-03 06:45:23-06:00,5.0,1624.0,6.06,6,Friday,4-7,2017,3
1083436,2456,2017-03-03 06:49:43-06:00,5.0,18469.0,19.27,6,Friday,4-7,2017,3
1083441,2183,2017-03-03 06:51:31-06:00,5.0,1616.0,6.06,6,Friday,4-7,2017,3
1083493,3402,2017-03-03 07:09:02-06:00,4.0,9512.0,13.98,7,Friday,4-7,2017,3
1083499,2312,2017-03-03 07:14:33-06:00,5.0,5456.0,9.8,7,Friday,4-7,2017,3
1083535,2456,2017-03-03 07:20:58-06:00,5.0,6232.0,10.65,7,Friday,4-7,2017,3
1083539,2183,2017-03-03 07:21:59-06:00,5.0,5097.0,9.46,7,Friday,4-7,2017,3
1083582,2170,2017-03-03 07:39:34-06:00,5.0,3569.0,8.55,7,Friday,4-7,2017,3
1083584,3402,2017-03-03 07:35:25-06:00,5.0,2910.0,6.72,7,Friday,4-7,2017,3
1083589,2312,2017-03-03 07:36:03-06:00,5.0,4950.0,10.29,7,Friday,4-7,2017,3
1083591,846,2017-03-03 07:39:14-06:00,5.0,2583.0,6.75,7,Friday,4-7,2017,3
1083604,2372,2017-03-03 07:48:46-06:00,5.0,36477.0,114.07,7,Friday,4-7,2017,3
1083610,2456,2017-03-03 07:44:21-06:00,5.0,7977.0,10.71,7,Friday,4-7,2017,3
1083624,2183,2017-03-03 07:48:32-06:00,5.0,4919.0,9.56,7,Friday,4-7,2017,3
1083637,1078,2017-03-03 07:46:10-06:00,5.0,7779.0,10.51,7,Friday,4-7,2017,3
1083648,846,2017-03-03 07:54:11-06:00,5.0,8252.0,13.08,7,Friday,4-7,2017,3
1083658,3402,2017-03-03 07:57:11-06:00,5.0,3746.0,8.12,7,Friday,4-7,2017,3
1083663,942,2017-03-03 07:58:33-06:00,5.0,15855.0,20.69,7,Friday,4-7,2017,3
1083678,2456,2017-03-03 08:03:49-06:00,5.0,4157.0,7.91,8,Friday,8-11,2017,3
1083686,2312,2017-03-03 08:05:30-06:00,5.0,6572.0,10.65,8,Friday,8-11,2017,3
1083693,2183,2017-03-03 08:06:42-06:00,,3242.0,7.21,8,Friday,8-11,2017,3
1083713,2170,2017-03-03 08:10:00-06:00,5.0,3308.0,8.48,8,Friday,8-11,2017,3
1083715,4008,2017-03-03 08:11:55-06:00,4.0,29656.0,30.92,8,Friday,8-11,2017,3
1083730,846,2017-03-03 08:17:14-06:00,5.0,12946.0,15.82,8,Friday,8-11,2017,3
1083744,2183,2017-03-03 08:19:37-06:00,5.0,38092.0,40.96,8,Friday,8-11,2017,3
1083765,2456,2017-03-03 08:23:55-06:00,5.0,9595.0,13.29,8,Friday,8-11,2017,3
1083804,942,2017-03-03 08:31:59-06:00,4.0,1722.0,6.06,8,Friday,8-11,2017,3
1083817,1078,2017-03-03 08:36:12-06:00,5.0,7244.0,10.67,8,Friday,8-11,2017,3
1083841,3402,2017-03-03 08:39:21-06:00,5.0,5190.0,9.02,8,Friday,8-11,2017,3
1083848,2170,2017-03-03 08:37:59-06:00,5.0,11399.0,13.5,8,Friday,8-11,2017,3
1083861,846,2017-03-03 08:43:59-06:00,5.0,42144.0,107.78,8,Friday,8-11,2017,3
1083864,2312,2017-03-03 08:49:57-06:00,5.0,1815.0,12.12,8,Friday,8-11,2017,3
1083877,362,2017-03-03 08:47:23-06:00,5.0,16639.0,19.97,8,Friday,8-11,2017,3
1083881,2456,2017-03-03 08:47:09-06:00,5.0,3316.0,7.5,8,Friday,8-11,2017,3
1083927,3402,2017-03-03 08:55:25-06:00,4.0,32943.0,30.74,8,Friday,8-11,2017,3
1083968,942,2017-03-03 09:00:21-06:00,5.0,7406.0,12.09,9,Friday,8-11,2017,3
1083989,2456,2017-03-03 09:08:57-06:00,5.0,10688.0,15.2,9,Friday,8-11,2017,3
1083992,416,2017-03-03 09:01:34-06:00,5.0,32330.0,29.93,9,Friday,8-11,2017,3
1084011,2312,2017-03-03 09:09:34-06:00,5.0,7273.0,13.14,9,Friday,8-11,2017,3
1084019,2170,2017-03-03 09:10:25-06:00,5.0,6055.0,9.89,9,Friday,8-11,2017,3
1084033,2364,2017-03-03 09:11:48-06:00,5.0,6358.0,10.96,9,Friday,8-11,2017,3
1084123,2372,2017-03-03 09:32:34-06:00,,7093.0,11.19,9,Friday,8-11,2017,3
1084136,931,2017-03-03 09:39:57-06:00,5.0,3257.0,7.16,9,Friday,8-11,2017,3
1084138,2170,2017-03-03 09:33:55-06:00,5.0,19723.0,20.85,9,Friday,8-11,2017,3
1084227,362,2017-03-03 09:51:45-06:00,5.0,41592.0,86.94,9,Friday,8-11,2017,3
1084251,4008,2017-03-03 09:59:42-06:00,5.0,17792.0,18.85,9,Friday,8-11,2017,3
1084296,846,2017-03-03 10:08:28-06:00,5.0,9321.0,12.14,10,Friday,8-11,2017,3
1084330,416,2017-03-03 10:14:45-06:00,5.0,4460.0,8.86,10,Friday,8-11,2017,3
1084334,2170,2017-03-03 10:15:54-06:00,4.0,25049.0,25.54,10,Friday,8-11,2017,3
1084348,2229,2017-03-03 10:11:18-06:00,5.0,17627.0,18.83,10,Friday,8-11,2017,3
1084354,2183,2017-03-03 10:25:06-06:00,5.0,1641.0,6.1,10,Friday,8-11,2017,3
1084386,846,2017-03-03 10:28:24-06:00,5.0,9841.0,13.26,10,Friday,8-11,2017,3
1084409,3402,2017-03-03 10:28:27-06:00,5.0,4608.0,8.09,10,Friday,8-11,2017,3
1084464,1078,2017-03-03 10:47:21-06:00,4.0,3912.0,8.29,10,Friday,8-11,2017,3
1084481,4008,2017-03-03 10:42:34-06:00,5.0,16921.0,18.71,10,Friday,8-11,2017,3
1084498,3402,2017-03-03 10:51:46-06:00,5.0,2274.0,6.26,10,Friday,8-11,2017,3
1084515,846,2017-03-03 10:53:21-06:00,,26614.0,26.5,10,Friday,8-11,2017,3
1084527,362,2017-03-03 10:54:38-06:00,5.0,7561.0,10.59,10,Friday,8-11,2017,3
1084533,931,2017-03-03 10:57:56-06:00,5.0,1423.0,6.06,10,Friday,8-11,2017,3
1084591,2229,2017-03-03 11:06:39-06:00,5.0,3784.0,7.05,11,Friday,8-11,2017,3
1084652,3146,2017-03-03 11:16:58-06:00,5.0,36521.0,33.36,11,Friday,8-11,2017,3
1084653,931,2017-03-03 11:15:10-06:00,4.0,13065.0,15.92,11,Friday,8-11,2017,3
1084666,3775,2017-03-03 11:23:30-06:00,5.0,5547.0,9.9,11,Friday,8-11,2017,3
1084691,1078,2017-03-03 11:21:25-06:00,1.0,5661.0,9.61,11,Friday,8-11,2017,3
1084709,362,2017-03-03 11:32:32-06:00,5.0,3629.0,9.01,11,Friday,8-11,2017,3
1084722,3402,2017-03-03 11:33:36-06:00,5.0,10458.0,13.83,11,Friday,8-11,2017,3
1084742,2170,2017-03-03 11:36:00-06:00,5.0,5315.0,10.36,11,Friday,8-11,2017,3
1084756,4008,2017-03-03 11:38:14-06:00,5.0,18030.0,19.21,11,Friday,8-11,2017,3
1084779,2229,2017-03-03 11:40:22-06:00,5.0,5505.0,9.88,11,Friday,8-11,2017,3
1084799,1577,2017-03-03 11:49:12-06:00,5.0,5582.0,18.81,11,Friday,8-11,2017,3
1084829,931,2017-03-03 11:54:49-06:00,5.0,37541.0,36.41,11,Friday,8-11,2017,3
1084833,3402,2017-03-03 11:54:33-06:00,5.0,1574.0,6.55,11,Friday,8-11,2017,3
1084884,654,2017-03-03 12:03:42-06:00,5.0,2631.0,6.4,12,Friday,12-15,2017,3
1084885,2312,2017-03-03 12:05:51-06:00,5.0,9580.0,12.49,12,Friday,12-15,2017,3
1084899,416,2017-03-03 11:59:44-06:00,5.0,3440.0,13.74,11,Friday,8-11,2017,3
1084909,2229,2017-03-03 12:10:04-06:00,5.0,8244.0,11.56,12,Friday,12-15,2017,3
1084920,3402,2017-03-03 12:12:13-06:00,5.0,8032.0,13.31,12,Friday,12-15,2017,3
1084931,1577,2017-03-03 12:15:43-06:00,5.0,18030.0,19.07,12,Friday,12-15,2017,3
1084932,3775,2017-03-03 12:12:43-06:00,,26694.0,24.96,12,Friday,12-15,2017,3
1084973,654,2017-03-03 12:16:38-06:00,5.0,10344.0,13.7,12,Friday,12-15,2017,3
1084976,846,2017-03-03 12:11:17-06:00,5.0,16453.0,18.52,12,Friday,12-15,2017,3
1085020,2312,2017-03-03 12:31:37-06:00,5.0,2767.0,8.18,12,Friday,12-15,2017,3
1085030,416,2017-03-03 12:31:28-06:00,5.0,2224.0,6.52,12,Friday,12-15,2017,3
1085047,2456,2017-03-03 12:28:20-06:00,5.0,18724.0,20.62,12,Friday,12-15,2017,3
1085050,4008,2017-03-03 12:30:48-06:00,5.0,10341.0,13.69,12,Friday,12-15,2017,3
1085059,942,2017-03-03 12:34:21-06:00,5.0,9862.0,12.61,12,Friday,12-15,2017,3
1085061,2229,2017-03-03 12:33:03-06:00,5.0,23175.0,28.49,12,Friday,12-15,2017,3
1085071,3146,2017-03-03 12:36:50-06:00,5.0,2818.0,7.78,12,Friday,12-15,2017,3
1085085,654,2017-03-03 12:39:42-06:00,5.0,9633.0,13.45,12,Friday,12-15,2017,3
1085092,1577,2017-03-03 12:35:37-06:00,5.0,6358.0,9.49,12,Friday,12-15,2017,3
1085117,416,2017-03-03 12:46:08-06:00,5.0,7563.0,11.68,12,Friday,12-15,2017,3
1085121,2312,2017-03-03 12:50:40-06:00,4.0,1503.0,6.22,12,Friday,12-15,2017,3
1085135,2170,2017-03-03 12:51:42-06:00,5.0,7340.0,12.1,12,Friday,12-15,2017,3
1085152,1636,2017-03-03 12:48:28-06:00,5.0,4741.0,9.16,12,Friday,12-15,2017,3
1085184,931,2017-03-03 12:58:22-06:00,5.0,11444.0,14.91,12,Friday,12-15,2017,3
1085186,846,2017-03-03 12:56:13-06:00,5.0,5143.0,9.28,12,Friday,12-15,2017,3
1085187,942,2017-03-03 12:51:00-06:00,5.0,10713.0,13.25,12,Friday,12-15,2017,3
1085198,2312,2017-03-03 13:04:11-06:00,5.0,781.0,6.06,13,Friday,12-15,2017,3
1085212,3146,2017-03-03 13:02:17-06:00,5.0,1050.0,6.09,13,Friday,12-15,2017,3
1085223,3775,2017-03-03 13:05:50-06:00,5.0,13115.0,16.46,13,Friday,12-15,2017,3
1085238,2312,2017-03-03 13:10:48-06:00,4.0,3503.0,8.06,13,Friday,12-15,2017,3
1085256,1636,2017-03-03 13:11:49-06:00,4.0,18737.0,20.37,13,Friday,12-15,2017,3
1085259,1577,2017-03-03 13:05:33-06:00,5.0,3317.0,8.84,13,Friday,12-15,2017,3
1085263,846,2017-03-03 13:14:52-06:00,5.0,1834.0,6.17,13,Friday,12-15,2017,3
1085290,2170,2017-03-03 13:14:27-06:00,5.0,3119.0,7.09,13,Friday,12-15,2017,3
1085292,362,2017-03-03 13:13:27-06:00,5.0,14034.0,17.82,13,Friday,12-15,2017,3
1085308,3402,2017-03-03 13:27:07-06:00,5.0,16827.0,21.13,13,Friday,12-15,2017,3
1085309,2183,2017-03-03 13:23:55-06:00,5.0,1950.0,6.41,13,Friday,12-15,2017,3
1085311,3146,2017-03-03 13:21:12-06:00,5.0,4448.0,8.86,13,Friday,12-15,2017,3
1085323,931,2017-03-03 13:22:17-06:00,5.0,4800.0,9.23,13,Friday,12-15,2017,3
1085324,846,2017-03-03 13:25:07-06:00,5.0,2486.0,7.26,13,Friday,12-15,2017,3
1085342,3775,2017-03-03 13:32:18-06:00,5.0,22989.0,23.04,13,Friday,12-15,2017,3
1085355,2229,2017-03-03 13:25:24-06:00,5.0,9606.0,13.68,13,Friday,12-15,2017,3
1085368,2183,2017-03-03 13:35:05-06:00,5.0,3683.0,14.0,13,Friday,12-15,2017,3
1085374,156,2017-03-03 13:30:19-06:00,5.0,6753.0,10.51,13,Friday,12-15,2017,3
1085376,2170,2017-03-03 13:33:55-06:00,5.0,2834.0,7.38,13,Friday,12-15,2017,3
1085378,1577,2017-03-03 13:34:32-06:00,5.0,2376.0,7.02,13,Friday,12-15,2017,3
1085391,2364,2017-03-03 13:31:07-06:00,5.0,11802.0,16.63,13,Friday,12-15,2017,3
1085420,846,2017-03-03 13:41:40-06:00,5.0,2749.0,7.4,13,Friday,12-15,2017,3
1085434,1991,2017-03-03 13:45:57-06:00,5.0,3115.0,7.26,13,Friday,12-15,2017,3
1085462,1636,2017-03-03 13:43:43-06:00,5.0,23152.0,25.43,13,Friday,12-15,2017,3
1085481,1577,2017-03-03 13:48:17-06:00,5.0,10961.0,28.66,13,Friday,12-15,2017,3
1085485,2183,2017-03-03 13:53:46-06:00,5.0,10527.0,27.85,13,Friday,12-15,2017,3
1085486,3146,2017-03-03 13:44:15-06:00,5.0,1399.0,6.06,13,Friday,12-15,2017,3
1085500,2170,2017-03-03 13:54:19-06:00,5.0,1690.0,6.06,13,Friday,12-15,2017,3
1085518,1991,2017-03-03 13:58:04-06:00,5.0,2000.0,6.33,13,Friday,12-15,2017,3
1085523,3146,2017-03-03 14:01:52-06:00,5.0,4083.0,9.53,14,Friday,12-15,2017,3
1085550,846,2017-03-03 14:04:03-06:00,4.0,1608.0,12.12,14,Friday,12-15,2017,3
1085579,2364,2017-03-03 14:03:46-06:00,5.0,22873.0,24.64,14,Friday,12-15,2017,3
1085633,156,2017-03-03 14:11:30-06:00,5.0,7521.0,13.67,14,Friday,12-15,2017,3
1085635,2170,2017-03-03 14:14:38-06:00,5.0,6956.0,11.19,14,Friday,12-15,2017,3
1085644,362,2017-03-03 14:14:13-06:00,5.0,17507.0,21.48,14,Friday,12-15,2017,3
1085647,3146,2017-03-03 14:18:37-06:00,5.0,5917.0,11.01,14,Friday,12-15,2017,3
1085654,846,2017-03-03 14:18:19-06:00,5.0,2434.0,6.32,14,Friday,12-15,2017,3
1085712,1577,2017-03-03 14:26:56-06:00,5.0,2483.0,7.18,14,Friday,12-15,2017,3
1085722,846,2017-03-03 14:29:43-06:00,5.0,10190.0,13.59,14,Friday,12-15,2017,3
1085755,558,2017-03-03 14:32:49-06:00,5.0,2383.0,6.07,14,Friday,12-15,2017,3
1085788,1577,2017-03-03 14:43:47-06:00,5.0,3451.0,8.52,14,Friday,12-15,2017,3
1085800,3146,2017-03-03 14:40:52-06:00,5.0,1845.0,6.62,14,Friday,12-15,2017,3
1085801,2183,2017-03-03 14:39:53-06:00,5.0,1927.0,6.73,14,Friday,12-15,2017,3
1085802,2312,2017-03-03 14:39:34-06:00,5.0,2158.0,6.44,14,Friday,12-15,2017,3
1085828,2170,2017-03-03 14:43:13-06:00,5.0,1360.0,6.06,14,Friday,12-15,2017,3
1085840,1991,2017-03-03 14:48:48-06:00,5.0,5131.0,10.09,14,Friday,12-15,2017,3
1085877,2312,2017-03-03 14:54:50-06:00,5.0,765.0,6.06,14,Friday,12-15,2017,3
1085893,942,2017-03-03 14:57:37-06:00,5.0,16302.0,18.63,14,Friday,12-15,2017,3
1085898,2183,2017-03-03 14:56:31-06:00,5.0,1086.0,6.06,14,Friday,12-15,2017,3
1085909,156,2017-03-03 14:56:41-06:00,5.0,7525.0,11.57,14,Friday,12-15,2017,3
1085920,846,2017-03-03 14:58:09-06:00,5.0,7172.0,12.51,14,Friday,12-15,2017,3
1085930,1636,2017-03-03 14:55:45-06:00,,3189.0,7.5,14,Friday,12-15,2017,3
1085931,3146,2017-03-03 14:56:02-06:00,5.0,3848.0,7.75,14,Friday,12-15,2017,3
1085939,2312,2017-03-03 15:02:49-06:00,5.0,6767.0,11.95,15,Friday,12-15,2017,3
1085947,1577,2017-03-03 15:03:58-06:00,4.0,13858.0,18.61,15,Friday,12-15,2017,3
1085970,654,2017-03-03 15:08:49-06:00,5.0,1654.0,6.06,15,Friday,12-15,2017,3
1085972,2170,2017-03-03 15:05:08-06:00,5.0,2626.0,7.71,15,Friday,12-15,2017,3
1085979,2229,2017-03-03 14:59:07-06:00,1.0,4368.0,8.85,14,Friday,12-15,2017,3
1086007,2183,2017-03-03 15:08:44-06:00,5.0,7630.0,26.36,15,Friday,12-15,2017,3
1086010,1991,2017-03-03 15:11:25-06:00,5.0,6448.0,10.85,15,Friday,12-15,2017,3
1086012,3146,2017-03-03 15:15:04-06:00,5.0,3755.0,8.04,15,Friday,12-15,2017,3
1086035,654,2017-03-03 15:18:42-06:00,5.0,2795.0,7.22,15,Friday,12-15,2017,3
1086045,156,2017-03-03 15:17:43-06:00,,25741.0,29.48,15,Friday,12-15,2017,3
1086049,1570,2017-03-03 15:04:42-06:00,5.0,12094.0,14.8,15,Friday,12-15,2017,3
1086065,846,2017-03-03 15:23:34-06:00,5.0,5504.0,10.51,15,Friday,12-15,2017,3
1086084,2170,2017-03-03 15:23:46-06:00,5.0,5693.0,10.93,15,Friday,12-15,2017,3
1086095,2229,2017-03-03 15:25:10-06:00,5.0,1782.0,6.06,15,Friday,12-15,2017,3
1086104,2456,2017-03-03 15:25:30-06:00,5.0,1567.0,6.15,15,Friday,12-15,2017,3
1086112,2364,2017-03-03 15:24:32-06:00,4.0,4444.0,9.56,15,Friday,12-15,2017,3
1086122,2312,2017-03-03 15:25:21-06:00,5.0,10989.0,32.0,15,Friday,12-15,2017,3
1086124,942,2017-03-03 15:28:51-06:00,5.0,17420.0,22.13,15,Friday,12-15,2017,3
1086143,1636,2017-03-03 15:29:39-06:00,3.0,17883.0,46.18,15,Friday,12-15,2017,3
1086152,654,2017-03-03 15:30:53-06:00,5.0,18754.0,21.83,15,Friday,12-15,2017,3
1086161,153,2017-03-03 15:25:37-06:00,5.0,18665.0,23.58,15,Friday,12-15,2017,3
1086166,2229,2017-03-03 15:33:58-06:00,5.0,18349.0,22.15,15,Friday,12-15,2017,3
1086176,1991,2017-03-03 15:35:43-06:00,5.0,4011.0,9.71,15,Friday,12-15,2017,3
